;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;janela_rsi;ordem
1;50;2;3;3;6;0,01;0,05;DHR;out_of_sample_final_2;4,087875763;0,286687328;-14,37825773;26;28;2
0;60;2;3;4;6;0,01;0,05;HAS;out_of_sample_final_1;4,943014156;0,310732533;-14,06218572;37;42;2
1;60;2;3;4;6;0,01;0,05;HAS;out_of_sample_final_2;28,31036414;1,041729495;-17,28061757;43;42;2
0;60;2;3;3;6;0,02;0,05;PFE;out_of_sample_final_1;7,988115822;0,523548737;-15,11620105;36;28;2
1;60;2;3;3;6;0,02;0,05;PFE;out_of_sample_final_2;19,92888694;1,267947077;-8,922027637;33;28;2
0;50;2;3;3;6;0,02;0,05;MMM;out_of_sample_final_1;5,404726628;0,404494116;-18,09017974;35;49;2
1;50;2;3;3;6;0,02;0,05;MMM;out_of_sample_final_2;25,02443129;1,29715697;-8,012938164;34;49;2
0;50;2;3;3;6;0,01;0,05;ED;out_of_sample_final_1;4,918513767;0,370851731;-12,14628532;39;42;2
1;50;2;3;3;6;0,01;0,05;ED;out_of_sample_final_2;8,242579927;0,706204048;-12,33597262;37;42;2
0;70;2;3;4;6;0,01;0,05;ORCL;out_of_sample_final_1;28,5342228;1,461356738;-15,45498966;39;28;2
1;70;2;3;4;6;0,01;0,05;ORCL;out_of_sample_final_2;-5,942424267;-0,412087458;-29,0157868;31;28;2
0;50;2;3;3;6;0,01;0,07;PNC;out_of_sample_final_1;15,70732137;1,00464056;-13,71272932;35;28;2
1;50;2;3;3;6;0,01;0,07;PNC;out_of_sample_final_2;5,90314163;0,338335395;-17,31165451;34;28;2
0;50;2;3;4;6;0,02;0,05;MU;out_of_sample_final_1;22,23840381;0,888182711;-15,53735251;42;28;2
1;50;2;3;4;6;0,02;0,05;MU;out_of_sample_final_2;8,554689341;0,384287161;-23,62077215;38;28;2
0;60;2;3;3;6;0,01;0,07;MCO;out_of_sample_final_1;6,439927236;0,455376774;-12,30466621;36;28;2
1;60;2;3;3;6;0,01;0,07;MCO;out_of_sample_final_2;4,189886469;0,232048797;-18,81020003;35;28;2
0;50;2;3;3;6;0,01;0,05;FDX;out_of_sample_final_1;10,83865185;0,73873245;-18,2650516;38;28;2
1;50;2;3;3;6;0,01;0,05;FDX;out_of_sample_final_2;20,60707747;0,886952464;-21,80298356;30;28;2
0;60;2;3;4;6;0,01;0,05;WY;out_of_sample_final_1;13,01678062;0,889971603;-11,86247439;37;28;2
1;60;2;3;4;6;0,01;0,05;WY;out_of_sample_final_2;22,37326577;1,330982773;-6,75378293;35;28;2
0;70;2;3;3;6;0,01;0,06;CINF;out_of_sample_final_1;11,59002027;0,956344711;-9,613358644;30;42;2
1;70;2;3;3;6;0,01;0,06;CINF;out_of_sample_final_2;10,19403748;0,616722057;-15,3862736;35;42;2
0;50;2;3;4;6;0,01;0,05;AEE;out_of_sample_final_1;6,49205344;0,567430867;-12,51568044;38;42;2
1;50;2;3;4;6;0,01;0,05;AEE;out_of_sample_final_2;15,60328806;1,182929783;-12,11845493;32;42;2
0;60;2;3;3;6;0,01;0,05;TJX;out_of_sample_final_1;32,30455767;1,790462298;-9,551421509;45;35;2
1;60;2;3;3;6;0,01;0,05;TJX;out_of_sample_final_2;14,3559639;1,032351839;-9,778097258;33;35;2
0;70;2;3;3;6;0,01;0,05;SO;out_of_sample_final_1;10,316273;0,850791732;-10,46604158;31;28;2
1;70;2;3;3;6;0,01;0,05;SO;out_of_sample_final_2;2,517821634;0,242683393;-17,41409278;24;28;2
0;50;2;3;3;6;0,01;0,05;ITW;out_of_sample_final_1;10,8829696;1,000700303;-8,78744406;24;28;3
1;50;2;3;3;6;0,01;0,05;ITW;out_of_sample_final_2;4,741560778;0,507180572;-10,82500801;15;28;3
