,indice,indice_original_lower_pivot,valor_rsi,support_slope,support_intercept,inicio_janela,fim_janela
305,595.0,1591.0,28.1658884174211,0.0242365727323112,-10.39449879968602,1482.0,1781.0
306,596.0,1591.0,28.1658884174211,0.024237990632663697,-10.396754679146838,1485.0,1784.0
307,597.0,1591.0,28.1658884174211,0.024233698205823644,-10.389925428044315,1494.0,1793.0
308,598.0,1591.0,28.1658884174211,0.02423545956767185,-10.392727754744811,1501.0,1800.0
309,599.0,1591.0,28.1658884174211,0.02422748898475596,-10.380046557325628,1510.0,1809.0
310,600.0,1591.0,28.1658884174211,0.024228469647188142,-10.38160679125523,1514.0,1813.0
311,601.0,1591.0,28.1658884174211,0.02422827181012386,-10.381292032485959,1540.0,1839.0
312,602.0,1810.0,37.01645683313712,0.0438179070750777,-42.29395497275352,1562.0,1861.0
313,603.0,1810.0,37.01645683313712,0.043819599525077815,-42.29701830725373,1566.0,1865.0
314,604.0,1810.0,37.01645683313712,0.04382359070461018,-42.304242342207296,1591.0,1890.0
315,605.0,1810.0,37.01645683313712,0.04382287425588579,-42.302945570016156,1594.0,1893.0
316,606.0,1894.0,41.244090703293395,0.050335393193370874,-54.09114400495103,1618.0,1917.0
317,607.0,1894.0,41.244090703293395,0.05034846438535486,-54.115900842568706,1629.0,1928.0
318,608.0,1894.0,41.244090703293395,0.050334211791046975,-54.08890642894957,1644.0,1943.0
319,609.0,1894.0,41.244090703293395,0.05034499254404953,-54.10932517513642,1646.0,1945.0
320,610.0,1894.0,41.244090703293395,0.05033842709560713,-54.096890215786516,1653.0,1952.0
321,611.0,1894.0,41.244090703293395,0.05033851890211808,-54.09706409731825,1657.0,1956.0
322,612.0,1968.0,41.17294875459612,0.02631122256375368,-10.607537250871125,1670.0,1969.0
323,613.0,1970.0,38.87036322336259,0.014331265230876791,10.637770718535311,1678.0,1977.0
324,614.0,1970.0,38.87036322336259,0.01432783037749957,10.644537379688437,1690.0,1989.0
325,615.0,1970.0,38.87036322336259,0.014319597457054531,10.660756232965163,1691.0,1990.0
326,616.0,1990.0,38.03618924407621,0.010301662452955258,17.53588096269525,1702.0,2001.0
327,617.0,1990.0,38.03618924407621,0.010312899328362402,17.513519580635034,1711.0,2010.0
328,618.0,1990.0,38.03618924407621,0.008141887117735887,21.833833879781796,1715.0,2014.0
329,619.0,1990.0,38.03618924407621,0.008153319170491568,21.81108409479799,1724.0,2023.0
330,620.0,1990.0,38.03618924407621,0.005666369640285646,26.760113659907777,1741.0,2040.0
